YYYY MM DD hh mm WS_mean_10_mean Rad_mean 
    Height 10 0 
    Units m/s W/m2 
2011 04 19 23 25 1.0997E+01 -4.8580E+00 
2011 04 19 23 35 1.1627E+01 -4.8580E+00 
2011 04 19 23 45 1.1784E+01 -4.8580E+00 
2011 04 19 23 55 1.1627E+01 -4.8580E+00 
2011 04 20 00 05 1.1705E+01 -4.8580E+00 
2011 04 20 00 15 1.1627E+01 -4.8580E+00 
2011 04 20 00 25 1.0839E+01 -4.8580E+00 
2011 04 20 00 35 1.0918E+01 -4.8580E+00 
2011 04 20 00 45 1.1233E+01 -4.8580E+00 
2011 04 20 00 55 1.2099E+01 -4.8580E+00 
2011 04 20 01 05 1.1705E+01 -4.8580E+00 
2011 04 20 01 15 1.0839E+01 -4.8580E+00 
2011 04 20 01 25 1.1154E+01 -4.8580E+00 
2011 04 20 01 35 1.2099E+01 -4.8580E+00 
2011 04 20 01 45 1.2178E+01 -4.8580E+00 
2011 04 20 01 55 1.1705E+01 -4.8580E+00 
2011 04 20 02 05 1.2021E+01 -4.8580E+00 
2011 04 20 02 15 1.1705E+01 -4.8580E+00 
2011 04 20 02 25 1.1548E+01 -4.8580E+00 
2011 04 20 02 35 1.1784E+01 -4.8580E+00 
2011 04 20 02 45 1.2729E+01 -4.8580E+00 
2011 04 20 02 55 1.1469E+01 -4.8580E+00 
2011 04 20 03 05 1.2178E+01 -4.8580E+00 
2011 04 20 03 15 1.2335E+01 -4.8580E+00 
2011 04 20 03 25 1.2729E+01 -4.8580E+00 
2011 04 20 03 35 1.2729E+01 -4.8580E+00 
2011 04 20 03 45 1.2335E+01 -4.8580E+00 
2011 04 20 03 55 1.1391E+01 -4.8580E+00 
2011 04 20 04 05 1.1784E+01 -4.8580E+00 
2011 04 20 04 15 1.1154E+01 -4.8580E+00 
2011 04 20 04 25 1.1705E+01 -4.8580E+00 
2011 04 20 04 35 1.1627E+01 -4.8580E+00 
2011 04 20 04 45 1.0367E+01 -4.8580E+00 
2011 04 20 04 55 1.1705E+01 -4.8580E+00 
2011 04 20 05 05 1.1075E+01 6.4000E-02 
2011 04 20 05 15 1.0445E+01 6.4000E-02 
2011 04 20 05 25 1.0918E+01 9.9080E+00 
2011 04 20 05 35 1.0524E+01 9.9080E+00 
2011 04 20 05 45 1.1391E+01 1.9752E+01 
2011 04 20 05 55 1.1075E+01 2.9596E+01 
2011 04 20 06 05 1.1312E+01 2.4674E+01 
2011 04 20 06 15 1.1075E+01 3.9440E+01 
2011 04 20 06 25 1.1312E+01 6.4050E+01 
2011 04 20 06 35 1.0603E+01 5.4206E+01 
2011 04 20 06 45 1.0918E+01 7.3894E+01 
2011 04 20 06 55 1.0052E+01 7.3894E+01 
2011 04 20 07 05 9.1855E+00 7.8816E+01 
2011 04 20 07 15 8.4767E+00 5.4206E+01 
2011 04 20 07 25 8.5554E+00 3.9440E+01 
2011 04 20 07 35 8.0830E+00 8.3738E+01 
2011 04 20 07 45 8.6342E+00 4.4362E+01 
2011 04 20 07 55 8.3980E+00 1.0835E+02 
2011 04 20 08 05 8.7917E+00 9.8504E+01 
2011 04 20 08 15 8.6342E+00 8.8660E+01 
2011 04 20 08 25 8.7130E+00 7.8816E+01 
2011 04 20 08 35 8.7917E+00 1.0343E+02 
2011 04 20 08 45 8.9492E+00 1.1819E+02 
2011 04 20 08 55 9.0280E+00 1.2804E+02 
2011 04 20 09 05 8.3192E+00 1.5265E+02 
2011 04 20 09 15 8.3192E+00 1.6741E+02 
2011 04 20 09 25 8.4767E+00 2.0187E+02 
2011 04 20 09 35 8.6342E+00 2.3140E+02 
2011 04 20 09 45 8.5554E+00 2.4616E+02 
2011 04 20 09 55 8.2404E+00 2.2648E+02 
2011 04 20 10 05 8.3192E+00 2.2648E+02 
2011 04 20 10 15 8.3980E+00 2.6585E+02 
2011 04 20 10 25 8.0830E+00 2.3632E+02 
2011 04 20 10 35 8.6342E+00 1.8710E+02 
2011 04 20 10 45 8.6342E+00 1.4772E+02 
2011 04 20 10 55 8.4767E+00 1.5265E+02 
2011 04 20 11 05 8.1617E+00 1.1327E+02 
2011 04 20 11 15 8.0830E+00 1.4772E+02 
2011 04 20 11 25 8.6342E+00 1.6249E+02 
2011 04 20 11 35 9.0280E+00 1.5757E+02 
2011 04 20 11 45 8.5554E+00 9.3582E+01 
2011 04 20 11 55 8.8705E+00 9.3582E+01 
2011 04 20 12 05 9.1855E+00 1.1819E+02 
2011 04 20 12 15 9.1855E+00 1.3788E+02 
2011 04 20 12 25 8.8705E+00 1.8710E+02 
2011 04 20 12 35 9.1067E+00 1.7726E+02 
2011 04 20 12 45 9.2642E+00 2.5109E+02 
2011 04 20 12 55 9.3430E+00 1.7726E+02 
2011 04 20 13 05 9.5005E+00 2.1663E+02 
2011 04 20 13 15 9.2642E+00 2.1663E+02 
2011 04 20 13 25 9.0280E+00 2.2155E+02 
2011 04 20 13 35 8.7917E+00 1.6741E+02 
2011 04 20 13 45 8.7917E+00 2.1663E+02 
2011 04 20 13 55 8.4767E+00 2.7570E+02 
2011 04 20 14 05 8.5554E+00 1.4280E+02 
2011 04 20 14 15 8.3192E+00 1.5265E+02 
2011 04 20 14 25 7.8467E+00 6.2516E+02 
2011 04 20 14 35 8.1617E+00 5.1195E+02 
2011 04 20 14 45 8.2404E+00 1.8710E+02 
2011 04 20 14 55 8.6342E+00 1.3788E+02 
2011 04 20 15 05 8.7917E+00 3.1015E+02 
2011 04 20 15 15 8.9492E+00 4.3812E+02 
2011 04 20 15 25 8.8705E+00 1.1819E+02 
2011 04 20 15 35 8.7917E+00 1.3296E+02 
2011 04 20 15 45 8.3192E+00 5.2672E+02 
2011 04 20 15 55 9.9730E+00 4.7750E+02 
2011 04 20 16 05 1.0052E+01 3.7414E+02 
2011 04 20 16 15 9.8942E+00 2.1171E+02 
2011 04 20 16 25 9.4217E+00 8.3738E+01 
2011 04 20 16 35 8.4767E+00 4.9284E+01 
2011 04 20 16 45 8.0830E+00 7.3894E+01 
2011 04 20 16 55 8.1617E+00 7.8816E+01 
2011 04 20 17 05 7.6105E+00 4.4362E+01 
2011 04 20 17 15 7.2167E+00 5.9128E+01 
2011 04 20 17 25 7.4530E+00 5.9128E+01 
2011 04 20 17 35 7.2955E+00 1.0343E+02 
2011 04 20 17 45 6.9805E+00 1.2311E+02 
2011 04 20 17 55 6.9805E+00 9.8504E+01 
2011 04 20 18 05 7.0592E+00 1.1327E+02 
2011 04 20 18 15 7.0592E+00 7.3894E+01 
2011 04 20 18 25 7.4530E+00 5.9128E+01 
2011 04 20 18 35 8.2404E+00 3.4518E+01 
2011 04 20 18 45 8.0042E+00 5.4206E+01 
2011 04 20 18 55 7.5317E+00 7.3894E+01 
2011 04 20 19 05 6.2717E+00 4.9284E+01 
2011 04 20 19 15 5.9567E+00 2.9596E+01 
2011 04 20 19 25 6.3505E+00 1.9752E+01 
2011 04 20 19 35 6.9805E+00 4.9860E+00 
2011 04 20 19 45 5.7992E+00 6.4000E-02 
2011 04 20 19 55 5.8780E+00 6.4000E-02 
2011 04 20 20 05 7.1380E+00 -4.8580E+00 
2011 04 20 20 15 7.2167E+00 -4.8580E+00 
2011 04 20 20 25 7.4530E+00 -4.8580E+00 
2011 04 20 20 35 8.0042E+00 -4.8580E+00 
2011 04 20 20 45 8.3192E+00 -9.7800E+00 
2011 04 20 20 55 9.0280E+00 -9.7800E+00 
2011 04 20 21 05 9.2642E+00 -4.8580E+00 
2011 04 20 21 15 8.4767E+00 -4.8580E+00 
2011 04 20 21 25 8.9492E+00 -9.7800E+00 
2011 04 20 21 35 9.2642E+00 -9.7800E+00 
2011 04 20 21 45 8.7917E+00 -9.7800E+00 
2011 04 20 21 55 8.0830E+00 -4.8580E+00 
2011 04 20 22 05 8.2404E+00 -4.8580E+00 
2011 04 20 22 15 8.0830E+00 -4.8580E+00 
2011 04 20 22 25 7.8467E+00 -9.7800E+00 
2011 04 20 22 35 8.5554E+00 -9.7800E+00 
2011 04 20 22 45 8.7130E+00 -9.7800E+00 
2011 04 20 22 55 8.3192E+00 -4.8580E+00 
2011 04 20 23 05 8.7130E+00 -4.8580E+00 
2011 04 20 23 15 7.3742E+00 -4.8580E+00 
2011 04 20 23 25 7.7680E+00 -4.8580E+00 
2011 04 20 23 35 8.3192E+00 -4.8580E+00 
2011 04 20 23 45 8.8705E+00 -4.8580E+00 
2011 04 20 23 55 9.3430E+00 -4.8580E+00 
2011 04 21 00 05 8.8705E+00 -4.8580E+00 
2011 04 21 00 16 8.7917E+00 -4.8580E+00 
2011 04 21 00 26 9.3430E+00 -4.8580E+00 
2011 04 21 00 36 9.7367E+00 -4.8580E+00 
2011 04 21 00 46 9.8942E+00 -4.8580E+00 
2011 04 21 00 56 1.0524E+01 -4.8580E+00 
2011 04 21 01 06 1.0682E+01 -4.8580E+00 
2011 04 21 01 16 1.0209E+01 -4.8580E+00 
2011 04 21 01 26 1.0918E+01 -9.7800E+00 
2011 04 21 01 36 1.0130E+01 -4.8580E+00 
2011 04 21 01 46 1.0918E+01 -4.8580E+00 
2011 04 21 01 56 1.1154E+01 -4.8580E+00 
2011 04 21 02 06 1.0760E+01 -4.8580E+00 
2011 04 21 02 16 1.0445E+01 -4.8580E+00 
2011 04 21 02 26 1.0367E+01 -4.8580E+00 
2011 04 21 02 36 1.0367E+01 -4.8580E+00 
2011 04 21 02 46 1.0130E+01 -4.8580E+00 
2011 04 21 02 56 1.0130E+01 -4.8580E+00 
2011 04 21 03 06 1.0997E+01 -4.8580E+00 
2011 04 21 03 16 1.0682E+01 -4.8580E+00 
2011 04 21 03 26 1.0760E+01 -9.7800E+00 
2011 04 21 03 36 1.0918E+01 -4.8580E+00 
2011 04 21 03 46 1.0524E+01 -4.8580E+00 
2011 04 21 03 56 1.0603E+01 -4.8580E+00 
2011 04 21 04 06 1.0524E+01 -4.8580E+00 
2011 04 21 04 16 1.0524E+01 -4.8580E+00 
2011 04 21 04 26 1.1469E+01 -4.8580E+00 
2011 04 21 04 36 1.0682E+01 -4.8580E+00 
2011 04 21 04 46 1.0445E+01 6.4000E-02 
2011 04 21 04 56 1.0130E+01 6.4000E-02 
2011 04 21 05 06 1.0288E+01 9.9080E+00 
2011 04 21 05 16 1.0367E+01 1.9752E+01 
2011 04 21 05 26 1.0918E+01 2.9596E+01 
2011 04 21 05 36 1.0288E+01 4.9284E+01 
2011 04 21 05 46 1.1075E+01 5.4206E+01 
2011 04 21 05 56 1.0760E+01 6.8972E+01 
2011 04 21 06 06 1.0367E+01 1.0835E+02 
2011 04 21 06 16 1.0288E+01 1.2804E+02 
2011 04 21 06 26 9.9730E+00 1.4280E+02 
2011 04 21 06 36 9.6579E+00 1.5757E+02 
2011 04 21 06 46 1.0288E+01 1.7726E+02 
2011 04 21 06 56 1.1154E+01 1.8218E+02 
2011 04 21 07 06 1.1312E+01 1.8710E+02 
2011 04 21 07 16 1.1154E+01 2.4616E+02 
2011 04 21 07 26 1.1548E+01 1.3788E+02 
2011 04 21 07 36 1.1548E+01 2.7570E+02 
2011 04 21 07 46 1.1469E+01 3.0031E+02 
2011 04 21 07 56 1.1863E+01 2.1171E+02 
2011 04 21 08 06 1.2178E+01 3.1015E+02 
2011 04 21 08 16 1.1627E+01 3.5937E+02 
2011 04 21 08 26 1.1863E+01 3.9875E+02 
2011 04 21 08 36 1.1469E+01 4.2336E+02 
2011 04 21 08 46 1.2178E+01 3.6429E+02 
2011 04 21 08 56 1.1942E+01 1.9202E+02 
2011 04 21 09 06 1.2651E+01 2.1663E+02 
2011 04 21 09 16 1.2572E+01 3.4953E+02 
2011 04 21 09 26 1.2572E+01 4.9719E+02 
2011 04 21 09 36 1.2965E+01 4.4304E+02 
2011 04 21 09 46 1.2965E+01 6.2024E+02 
2011 04 21 09 56 1.3359E+01 5.3164E+02 
2011 04 21 10 06 1.3123E+01 1.5757E+02 
2011 04 21 10 16 1.2651E+01 2.1171E+02 
2011 04 21 10 26 1.2808E+01 2.1171E+02 
2011 04 21 10 36 1.3517E+01 1.7726E+02 
2011 04 21 10 46 1.3281E+01 1.8710E+02 
2011 04 21 10 56 1.3281E+01 2.0679E+02 
2011 04 21 11 06 1.3044E+01 1.3296E+02 
2011 04 21 11 16 1.2887E+01 1.4772E+02 
2011 04 21 11 26 1.3595E+01 1.2804E+02 
2011 04 21 11 36 1.3517E+01 1.2311E+02 
2011 04 21 11 46 1.5013E+01 1.1819E+02 
2011 04 21 11 56 1.5722E+01 1.2804E+02 
2011 04 21 12 06 1.6273E+01 1.0343E+02 
2011 04 21 12 16 1.5564E+01 9.8504E+01 
2011 04 21 12 26 1.4383E+01 8.8660E+01 
2011 04 21 12 36 1.5879E+01 6.4050E+01 
2011 04 21 12 46 1.6588E+01 5.4206E+01 
2011 04 21 12 56 1.8006E+01 4.9284E+01 
2011 04 21 13 06 1.6115E+01 4.4362E+01 
2011 04 21 13 16 1.6667E+01 6.4050E+01 
2011 04 21 13 26 1.6115E+01 5.9128E+01 
2011 04 21 13 36 1.4540E+01 5.4206E+01 
2011 04 21 13 46 1.3832E+01 3.4518E+01 
2011 04 21 13 56 1.6746E+01 4.4362E+01 
2011 04 21 14 06 1.6746E+01 4.4362E+01 
2011 04 21 14 16 1.4777E+01 2.9596E+01 
2011 04 21 14 26 1.4619E+01 4.4362E+01 
2011 04 21 14 36 1.5092E+01 2.9596E+01 
2011 04 21 14 46 1.5958E+01 2.9596E+01 
2011 04 21 14 56 1.4383E+01 2.4674E+01 
2011 04 21 15 06 1.5249E+01 1.9752E+01 
2011 04 21 15 16 1.5486E+01 1.9752E+01 
2011 04 21 15 26 1.4540E+01 2.9596E+01 
2011 04 21 15 36 1.6431E+01 2.9596E+01 
2011 04 21 15 46 1.4856E+01 2.9596E+01 
2011 04 21 15 56 1.4934E+01 2.9596E+01 
2011 04 21 16 06 1.5249E+01 1.9752E+01 
2011 04 21 16 16 1.5249E+01 1.9752E+01 
2011 04 21 16 26 1.5013E+01 2.4674E+01 
2011 04 21 16 36 1.4698E+01 1.9752E+01 
2011 04 21 16 46 1.4619E+01 1.9752E+01 
2011 04 21 16 56 1.5092E+01 2.4674E+01 
2011 04 21 17 06 1.4777E+01 1.4830E+01 
2011 04 21 17 16 1.4383E+01 1.4830E+01 
2011 04 21 17 26 1.4226E+01 9.9080E+00 
2011 04 21 17 36 1.3674E+01 9.9080E+00 
2011 04 21 17 46 1.2414E+01 9.9080E+00 
2011 04 21 17 56 1.2729E+01 9.9080E+00 
2011 04 21 18 06 1.2572E+01 1.4830E+01 
2011 04 21 18 16 1.2572E+01 1.4830E+01 
2011 04 21 18 26 1.2335E+01 9.9080E+00 
2011 04 21 18 36 1.2099E+01 9.9080E+00 
2011 04 21 18 46 1.1863E+01 4.9860E+00 
2011 04 21 18 56 1.2178E+01 9.9080E+00 
2011 04 21 19 06 1.2493E+01 4.9860E+00 
2011 04 21 19 16 1.2178E+01 4.9860E+00 
2011 04 21 19 26 1.1312E+01 4.9860E+00 
2011 04 21 19 36 1.0918E+01 6.4000E-02 
2011 04 21 19 46 1.0839E+01 -4.8580E+00 
2011 04 21 19 56 1.1154E+01 6.4000E-02 
2011 04 21 20 06 1.1548E+01 -4.8580E+00 
2011 04 21 20 16 1.1469E+01 -4.8580E+00 
2011 04 21 20 26 1.0997E+01 -4.8580E+00 
2011 04 21 20 36 1.0918E+01 -4.8580E+00 
2011 04 21 20 46 1.0760E+01 -4.8580E+00 
2011 04 21 20 56 1.0918E+01 -4.8580E+00 
2011 04 21 21 06 1.0997E+01 -4.8580E+00 
2011 04 21 21 16 1.2493E+01 -4.8580E+00 
2011 04 21 21 26 1.2099E+01 -4.8580E+00 
2011 04 21 21 36 1.1548E+01 -4.8580E+00 
2011 04 21 21 46 1.3438E+01 -4.8580E+00 
2011 04 21 21 56 1.1705E+01 -4.8580E+00 
2011 04 21 22 06 1.1942E+01 -4.8580E+00 
2011 04 21 22 16 1.1627E+01 -4.8580E+00 
2011 04 21 22 26 1.1784E+01 -4.8580E+00 
2011 04 21 22 36 1.1627E+01 -4.8580E+00 
2011 04 21 22 46 1.1705E+01 -4.8580E+00 
2011 04 21 22 56 9.8155E+00 -4.8580E+00 
2011 04 21 23 06 1.0052E+01 -4.8580E+00 
2011 04 21 23 16 8.6342E+00 -4.8580E+00 
2011 04 21 23 26 8.8705E+00 -4.8580E+00 
2011 04 21 23 36 8.4767E+00 -4.8580E+00 
2011 04 21 23 46 8.6342E+00 -4.8580E+00 
2011 04 21 23 56 8.3980E+00 -4.8580E+00 
2011 04 22 00 06 8.3980E+00 -4.8580E+00 
2011 04 22 00 16 8.0830E+00 -4.8580E+00 
2011 04 22 00 26 8.4767E+00 -4.8580E+00 
2011 04 22 00 36 8.7917E+00 -4.8580E+00 
2011 04 22 00 46 8.7130E+00 -4.8580E+00 
2011 04 22 00 56 8.7130E+00 -4.8580E+00 
2011 04 22 01 06 8.7917E+00 -4.8580E+00 
2011 04 22 01 16 9.1067E+00 -4.8580E+00 
2011 04 22 01 26 9.1855E+00 -4.8580E+00 
2011 04 22 01 36 9.1067E+00 -4.8580E+00 
2011 04 22 01 46 9.2642E+00 -4.8580E+00 
2011 04 22 01 56 9.1067E+00 -4.8580E+00 
2011 04 22 02 06 8.9492E+00 -4.8580E+00 
2011 04 22 02 16 9.1067E+00 -4.8580E+00 
2011 04 22 02 26 9.2642E+00 -4.8580E+00 
2011 04 22 02 36 9.5792E+00 -4.8580E+00 
2011 04 22 02 46 9.5792E+00 -4.8580E+00 
2011 04 22 02 56 9.4217E+00 -4.8580E+00 
2011 04 22 03 06 8.8705E+00 -4.8580E+00 
2011 04 22 03 16 9.7367E+00 -4.8580E+00 
2011 04 22 03 26 9.5792E+00 -4.8580E+00 
2011 04 22 03 36 9.5792E+00 -4.8580E+00 
2011 04 22 03 46 9.5792E+00 -4.8580E+00 
2011 04 22 03 56 9.4217E+00 -4.8580E+00 
2011 04 22 04 06 9.2642E+00 -4.8580E+00 
2011 04 22 04 16 9.1067E+00 -4.8580E+00 
2011 04 22 04 26 9.7367E+00 -4.8580E+00 
2011 04 22 04 36 9.7367E+00 -4.8580E+00 
2011 04 22 04 46 9.7367E+00 -4.8580E+00 
2011 04 22 04 56 9.1855E+00 6.4000E-02 
2011 04 22 05 06 9.1855E+00 6.4000E-02 
2011 04 22 05 16 9.1067E+00 4.9860E+00 
2011 04 22 05 26 8.9492E+00 4.9860E+00 
2011 04 22 05 36 9.2642E+00 1.9752E+01 
2011 04 22 05 46 9.1067E+00 2.4674E+01 
2011 04 22 05 56 8.4767E+00 1.4830E+01 
2011 04 22 06 06 8.7130E+00 1.9752E+01 
2011 04 22 06 16 8.5554E+00 2.4674E+01 
2011 04 22 06 26 8.2404E+00 4.9284E+01 
2011 04 22 06 36 8.5554E+00 6.4050E+01 
2011 04 22 06 46 8.7130E+00 1.0343E+02 
2011 04 22 06 56 8.0042E+00 1.1327E+02 
2011 04 22 07 06 7.9255E+00 1.8218E+02 
2011 04 22 07 16 8.2404E+00 9.8504E+01 
2011 04 22 07 26 8.2404E+00 1.3296E+02 
2011 04 22 07 36 7.6105E+00 1.4280E+02 
2011 04 22 07 46 7.6105E+00 1.4280E+02 
2011 04 22 07 56 7.6105E+00 2.0187E+02 
2011 04 22 08 06 8.3192E+00 2.1663E+02 
2011 04 22 08 16 7.8467E+00 1.5265E+02 
2011 04 22 08 26 7.2167E+00 1.9694E+02 
2011 04 22 08 36 8.2404E+00 3.1507E+02 
2011 04 22 08 46 8.7130E+00 2.3632E+02 
2011 04 22 08 56 9.8942E+00 4.6273E+02 
2011 04 22 09 06 9.1855E+00 1.6741E+02 
2011 04 22 09 16 8.9492E+00 9.8504E+01 
2011 04 22 09 26 9.2642E+00 1.2311E+02 
2011 04 22 09 36 9.2642E+00 1.3788E+02 
2011 04 22 09 46 9.8155E+00 3.7414E+02 
2011 04 22 09 56 1.0052E+01 2.6093E+02 
2011 04 22 10 06 9.4217E+00 2.6585E+02 
2011 04 22 10 16 8.8705E+00 2.6585E+02 
2011 04 22 10 26 9.8942E+00 2.3632E+02 
2011 04 22 10 36 1.0603E+01 2.0679E+02 
2011 04 22 10 46 1.0209E+01 7.3894E+01 
2011 04 22 10 56 1.0052E+01 1.2311E+02 
2011 04 22 11 06 9.7367E+00 2.1663E+02 
2011 04 22 11 16 1.0288E+01 1.3788E+02 
2011 04 22 11 26 9.6579E+00 1.3788E+02 
2011 04 22 11 36 9.8155E+00 1.4772E+02 
2011 04 22 11 46 9.8155E+00 8.8660E+01 
2011 04 22 11 56 1.0052E+01 1.2311E+02 
2011 04 22 12 06 9.6579E+00 1.7233E+02 
2011 04 22 12 16 9.7367E+00 2.3140E+02 
2011 04 22 12 26 8.9492E+00 1.3296E+02 
2011 04 22 12 36 8.2404E+00 1.3296E+02 
2011 04 22 12 46 8.8705E+00 1.9694E+02 
2011 04 22 12 56 7.6892E+00 1.9202E+02 
2011 04 22 13 06 8.3192E+00 1.7233E+02 
2011 04 22 13 16 7.9255E+00 2.7570E+02 
2011 04 22 13 26 7.7680E+00 3.7414E+02 
2011 04 22 13 36 8.1617E+00 1.9694E+02 
2011 04 22 13 46 7.8467E+00 1.0343E+02 
2011 04 22 13 56 7.2167E+00 1.0835E+02 
2011 04 22 14 06 7.1380E+00 1.3788E+02 
2011 04 22 14 16 7.3742E+00 1.4772E+02 
2011 04 22 14 26 7.4530E+00 1.3296E+02 
2011 04 22 14 36 7.9255E+00 2.1171E+02 
2011 04 22 14 46 7.4530E+00 2.0187E+02 
2011 04 22 14 56 6.9017E+00 1.1819E+02 
2011 04 22 15 06 7.2955E+00 4.4362E+01 
2011 04 22 15 16 7.1380E+00 2.4674E+01 
2011 04 22 15 26 6.4292E+00 3.9440E+01 
2011 04 22 15 36 6.3505E+00 3.9440E+01 
2011 04 22 15 46 6.6655E+00 1.9752E+01 
2011 04 22 15 56 6.8230E+00 5.9128E+01 
2011 04 22 16 06 7.0592E+00 1.1819E+02 
2011 04 22 16 16 6.8230E+00 5.4206E+01 
2011 04 22 16 26 7.1380E+00 3.4518E+01 
2011 04 22 16 36 7.1380E+00 3.9440E+01 
2011 04 22 16 46 7.5317E+00 3.9440E+01 
2011 04 22 16 56 7.4530E+00 3.4518E+01 
2011 04 22 17 06 7.2167E+00 3.4518E+01 
2011 04 22 17 16 7.6892E+00 3.9440E+01 
2011 04 22 17 26 7.4530E+00 4.9284E+01 
2011 04 22 17 36 7.2955E+00 5.4206E+01 
2011 04 22 17 46 7.3742E+00 4.4362E+01 
2011 04 22 17 56 7.0592E+00 2.4674E+01 
2011 04 22 18 06 7.4530E+00 2.4674E+01 
2011 04 22 18 16 6.9017E+00 1.4830E+01 
2011 04 22 18 26 6.3505E+00 9.9080E+00 
2011 04 22 18 36 6.1142E+00 2.9596E+01 
2011 04 22 18 46 6.5080E+00 3.4518E+01 
2011 04 22 18 56 7.3742E+00 2.9596E+01 
2011 04 22 19 06 6.9017E+00 1.4830E+01 
2011 04 22 19 16 6.9017E+00 4.9860E+00 
2011 04 22 19 26 6.9017E+00 4.9860E+00 
2011 04 22 19 36 6.0355E+00 4.9860E+00 
2011 04 22 19 46 6.5867E+00 6.4000E-02 
2011 04 22 19 56 6.1142E+00 6.4000E-02 
2011 04 22 20 06 6.0355E+00 -4.8580E+00 
2011 04 22 20 16 6.1142E+00 -4.8580E+00 
2011 04 22 20 26 6.1930E+00 -4.8580E+00 
2011 04 22 20 36 6.6655E+00 -4.8580E+00 
2011 04 22 20 46 6.2717E+00 -4.8580E+00 
2011 04 22 20 56 6.2717E+00 -4.8580E+00 
2011 04 22 21 06 6.8230E+00 -4.8580E+00 
2011 04 22 21 16 6.8230E+00 -4.8580E+00 
2011 04 22 21 26 6.9805E+00 -4.8580E+00 
2011 04 22 21 36 6.8230E+00 -4.8580E+00 
2011 04 22 21 46 6.8230E+00 -4.8580E+00 
2011 04 22 21 56 7.1380E+00 -4.8580E+00 
2011 04 22 22 06 7.0592E+00 -4.8580E+00 
2011 04 22 22 16 6.7442E+00 -4.8580E+00 
2011 04 22 22 26 6.5080E+00 -4.8580E+00 
2011 04 22 22 36 6.9017E+00 -4.8580E+00 
2011 04 22 22 46 6.9017E+00 -4.8580E+00 
2011 04 22 22 56 6.5867E+00 -4.8580E+00 
2011 04 22 23 06 6.5080E+00 -4.8580E+00 
2011 04 22 23 16 6.1930E+00 -4.8580E+00 
2011 04 22 23 26 6.1142E+00 -4.8580E+00 
2011 04 22 23 36 6.1142E+00 -4.8580E+00 
2011 04 22 23 46 5.7992E+00 -4.8580E+00 
2011 04 22 23 56 6.1930E+00 -4.8580E+00 
2011 04 23 00 06 5.9567E+00 -4.8580E+00 
2011 04 23 00 16 5.9567E+00 -4.8580E+00 
2011 04 23 00 26 6.0355E+00 -4.8580E+00 
2011 04 23 00 36 6.1930E+00 -4.8580E+00 
2011 04 23 00 46 6.3505E+00 -4.8580E+00 
2011 04 23 00 56 6.1930E+00 -4.8580E+00 
2011 04 23 01 06 5.6417E+00 -4.8580E+00 
2011 04 23 01 16 5.8780E+00 -4.8580E+00 
2011 04 23 01 26 5.3267E+00 -4.8580E+00 
2011 04 23 01 36 4.2242E+00 -9.7800E+00 
2011 04 23 01 46 4.7755E+00 -4.8580E+00 
2011 04 23 01 56 5.4842E+00 -4.8580E+00 
2011 04 23 02 06 5.4842E+00 -4.8580E+00 
2011 04 23 02 16 4.1455E+00 -4.8580E+00 
2011 04 23 02 26 3.4367E+00 -4.8580E+00 
2011 04 23 02 36 2.8855E+00 -4.8580E+00 
2011 04 23 02 46 3.0430E+00 -4.8580E+00 
2011 04 23 02 56 2.3342E+00 -4.8580E+00 
2011 04 23 03 06 3.3580E+00 -9.7800E+00 
2011 04 23 03 16 3.9880E+00 -4.8580E+00 
2011 04 23 03 26 3.9880E+00 -9.7800E+00 
2011 04 23 03 36 4.6180E+00 -4.8580E+00 
2011 04 23 03 46 4.6180E+00 -4.8580E+00 
2011 04 23 03 56 5.0117E+00 -4.8580E+00 
2011 04 23 04 06 5.0905E+00 -4.8580E+00 
2011 04 23 04 16 5.0117E+00 -4.8580E+00 
2011 04 23 04 26 5.0905E+00 -4.8580E+00 
2011 04 23 04 36 5.4055E+00 -4.8580E+00 
2011 04 23 04 46 5.1692E+00 -4.8580E+00 
2011 04 23 04 56 5.4055E+00 6.4000E-02 
2011 04 23 05 06 5.7992E+00 6.4000E-02 
2011 04 23 05 16 6.1930E+00 1.4830E+01 
2011 04 23 05 26 5.6417E+00 1.4830E+01 
2011 04 23 05 36 5.0905E+00 1.9752E+01 
2011 04 23 05 46 4.9330E+00 4.9284E+01 
2011 04 23 05 56 4.6967E+00 2.9596E+01 
2011 04 23 06 06 5.4055E+00 3.9440E+01 
2011 04 23 06 16 5.1692E+00 9.8504E+01 
2011 04 23 06 26 5.7992E+00 6.4050E+01 
2011 04 23 06 36 5.4842E+00 7.3894E+01 
2011 04 23 06 46 6.4292E+00 3.9440E+01 
2011 04 23 06 56 5.9567E+00 6.8972E+01 
2011 04 23 07 06 6.5080E+00 9.3582E+01 
2011 04 23 07 16 6.1142E+00 1.0343E+02 
2011 04 23 07 26 6.3505E+00 1.5757E+02 
2011 04 23 07 36 5.5630E+00 1.2311E+02 
2011 04 23 07 46 4.4605E+00 1.2804E+02 
2011 04 23 07 56 3.2792E+00 1.6249E+02 
2011 04 23 08 06 4.6180E+00 1.5265E+02 
2011 04 23 08 16 5.1692E+00 1.2311E+02 
2011 04 23 08 26 4.2242E+00 1.0835E+02 
2011 04 23 08 36 3.6730E+00 1.0343E+02 
2011 04 23 08 46 4.3030E+00 1.1819E+02 
2011 04 23 08 56 5.2480E+00 1.3788E+02 
2011 04 23 09 06 5.5630E+00 1.4280E+02 
