YYYY MM DD hh mm WS_mean_10_mean Rad_mean 
    Height 10 0 
    Units m/s W/m2 
2011 06 08 03 27 4.7755E+00 4.9860E+00 
2011 06 08 03 37 4.4605E+00 9.9080E+00 
2011 06 08 03 47 4.4605E+00 1.4830E+01 
2011 06 08 03 57 4.3817E+00 1.4830E+01 
2011 06 08 04 07 4.4605E+00 1.9752E+01 
2011 06 08 04 17 4.1455E+00 2.4674E+01 
2011 06 08 04 27 4.6967E+00 8.3738E+01 
2011 06 08 04 37 4.5392E+00 7.8816E+01 
2011 06 08 04 47 5.0905E+00 9.8504E+01 
2011 06 08 04 57 5.0117E+00 1.1327E+02 
2011 06 08 05 07 4.7755E+00 1.2804E+02 
2011 06 08 05 17 4.6967E+00 1.5265E+02 
2011 06 08 05 27 4.8542E+00 1.6741E+02 
2011 06 08 05 37 5.7992E+00 2.0187E+02 
2011 06 08 05 47 5.8780E+00 6.4050E+01 
2011 06 08 05 57 6.0355E+00 1.5265E+02 
2011 06 08 06 07 5.2480E+00 1.4280E+02 
2011 06 08 06 17 5.6417E+00 1.9202E+02 
2011 06 08 06 27 5.9567E+00 3.6921E+02 
2011 06 08 06 37 5.9567E+00 4.3812E+02 
2011 06 08 06 47 6.0355E+00 2.4616E+02 
2011 06 08 06 57 6.0355E+00 4.7750E+02 
2011 06 08 07 07 6.1930E+00 2.1171E+02 
2011 06 08 07 17 5.6417E+00 4.5289E+02 
2011 06 08 07 27 5.6417E+00 4.5781E+02 
2011 06 08 07 37 6.1142E+00 4.8734E+02 
2011 06 08 07 47 6.1930E+00 5.1687E+02 
2011 06 08 07 57 6.7442E+00 5.0211E+02 
2011 06 08 08 07 6.2717E+00 5.8578E+02 
2011 06 08 08 17 6.0355E+00 6.5469E+02 
2011 06 08 08 27 6.4292E+00 5.0703E+02 
2011 06 08 08 37 6.9017E+00 6.3992E+02 
2011 06 08 08 47 6.3505E+00 5.4148E+02 
2011 06 08 08 57 6.7442E+00 7.4821E+02 
2011 06 08 09 07 5.7204E+00 7.7282E+02 
2011 06 08 09 17 5.9567E+00 6.6946E+02 
2011 06 08 09 27 6.1930E+00 4.3812E+02 
2011 06 08 09 37 6.0355E+00 5.8578E+02 
2011 06 08 09 47 6.1930E+00 7.0883E+02 
2011 06 08 09 57 5.8780E+00 9.7462E+02 
2011 06 08 10 07 5.2480E+00 9.1063E+02 
2011 06 08 10 17 5.4055E+00 9.4017E+02 
2011 06 08 10 27 5.8780E+00 3.4460E+02 
2011 06 08 10 37 5.4842E+00 9.8504E+01 
2011 06 08 10 47 5.0117E+00 2.4616E+02 
2011 06 08 10 57 4.6967E+00 3.1015E+02 
2011 06 08 11 07 5.3267E+00 2.8554E+02 
2011 06 08 11 17 5.5630E+00 2.5601E+02 
2011 06 08 11 27 5.6417E+00 3.3476E+02 
2011 06 08 11 37 5.4055E+00 3.3476E+02 
2011 06 08 11 47 5.5630E+00 2.9538E+02 
2011 06 08 11 57 5.9567E+00 3.1015E+02 
2011 06 08 12 07 5.3267E+00 3.1507E+02 
2011 06 08 12 17 4.6180E+00 3.3476E+02 
2011 06 08 12 27 7.6892E+00 3.6429E+02 
2011 06 08 12 37 7.4530E+00 3.7414E+02 
2011 06 08 12 47 6.9805E+00 3.6429E+02 
2011 06 08 12 57 6.0355E+00 3.3476E+02 
2011 06 08 13 07 6.8230E+00 3.5445E+02 
2011 06 08 13 17 6.5080E+00 3.6429E+02 
2011 06 08 13 27 6.5867E+00 3.6429E+02 
2011 06 08 13 37 6.8230E+00 3.7414E+02 
2011 06 08 13 47 6.9805E+00 3.3476E+02 
2011 06 08 13 57 7.0592E+00 1.0238E+03 
2011 06 08 14 07 7.6105E+00 9.7954E+02 
2011 06 08 14 17 7.4530E+00 9.5001E+02 
2011 06 08 14 27 8.0042E+00 9.0079E+02 
2011 06 08 14 37 7.5317E+00 9.0571E+02 
2011 06 08 14 47 7.4530E+00 6.6946E+02 
2011 06 08 14 57 8.3980E+00 1.0835E+02 
2011 06 08 15 07 8.3192E+00 1.1327E+02 
2011 06 08 15 17 7.7680E+00 1.7233E+02 
2011 06 08 15 27 7.6892E+00 7.1375E+02 
2011 06 08 15 37 7.6105E+00 6.9407E+02 
2011 06 08 15 47 8.0042E+00 1.8218E+02 
2011 06 08 15 57 7.6892E+00 5.7594E+02 
2011 06 08 16 07 7.4530E+00 4.7750E+02 
2011 06 08 16 17 6.9017E+00 3.6429E+02 
2011 06 08 16 27 8.0830E+00 1.7726E+02 
2011 06 08 16 37 8.0830E+00 8.3738E+01 
2011 06 08 16 47 6.8230E+00 1.1327E+02 
2011 06 08 16 57 7.3742E+00 1.7726E+02 
2011 06 08 17 07 6.6655E+00 1.5757E+02 
2011 06 08 17 17 7.1380E+00 1.6741E+02 
2011 06 08 17 27 6.9017E+00 1.1327E+02 
2011 06 08 17 37 7.7680E+00 9.8504E+01 
2011 06 08 17 47 7.4530E+00 1.4280E+02 
2011 06 08 17 57 7.3742E+00 1.3296E+02 
2011 06 08 18 07 6.9017E+00 1.1327E+02 
2011 06 08 18 17 7.5317E+00 8.3738E+01 
2011 06 08 18 27 6.8230E+00 1.0835E+02 
2011 06 08 18 37 6.9805E+00 7.3894E+01 
2011 06 08 18 47 7.9255E+00 6.4050E+01 
2011 06 08 18 57 7.4530E+00 5.9128E+01 
2011 06 08 19 07 7.3742E+00 5.4206E+01 
2011 06 08 19 17 6.6655E+00 4.4362E+01 
2011 06 08 19 27 6.9017E+00 2.9596E+01 
2011 06 08 19 37 7.3742E+00 2.9596E+01 
2011 06 08 19 47 7.4530E+00 2.9596E+01 
2011 06 08 19 57 7.2167E+00 1.9752E+01 
2011 06 08 20 07 7.5317E+00 1.4830E+01 
2011 06 08 20 17 7.6892E+00 9.9080E+00 
2011 06 08 20 27 7.5317E+00 9.9080E+00 
2011 06 08 20 37 7.4530E+00 9.9080E+00 
2011 06 08 20 47 6.7442E+00 4.9860E+00 
2011 06 08 20 57 7.0592E+00 4.9860E+00 
2011 06 08 21 07 6.9017E+00 6.4000E-02 
2011 06 08 21 17 7.4530E+00 6.4000E-02 
2011 06 08 21 27 7.2955E+00 -4.8580E+00 
2011 06 08 21 37 7.5317E+00 -4.8580E+00 
2011 06 08 21 47 7.9255E+00 -4.8580E+00 
2011 06 08 21 57 8.4767E+00 -4.8580E+00 
2011 06 08 22 07 7.8467E+00 -4.8580E+00 
2011 06 08 22 17 7.6892E+00 -4.8580E+00 
2011 06 08 22 27 7.8467E+00 -4.8580E+00 
2011 06 08 22 37 8.1617E+00 -4.8580E+00 
2011 06 08 22 47 7.4530E+00 -4.8580E+00 
2011 06 08 22 57 6.5867E+00 -4.8580E+00 
2011 06 08 23 07 6.5080E+00 -4.8580E+00 
2011 06 08 23 17 6.7442E+00 -4.8580E+00 
2011 06 08 23 27 7.4530E+00 -4.8580E+00 
2011 06 08 23 37 7.4530E+00 -4.8580E+00 
2011 06 08 23 47 7.5317E+00 -4.8580E+00 
2011 06 08 23 57 7.7680E+00 -4.8580E+00 
2011 06 09 00 07 8.0042E+00 -4.8580E+00 
2011 06 09 00 17 8.6342E+00 -9.7800E+00 
2011 06 09 00 27 7.7680E+00 -4.8580E+00 
2011 06 09 00 37 8.0042E+00 -4.8580E+00 
2011 06 09 00 47 8.7917E+00 -4.8580E+00 
2011 06 09 00 57 9.5792E+00 -4.8580E+00 
2011 06 09 01 07 9.5005E+00 -4.8580E+00 
2011 06 09 01 17 9.2642E+00 -4.8580E+00 
2011 06 09 01 27 8.8705E+00 -4.8580E+00 
2011 06 09 01 37 8.5554E+00 -4.8580E+00 
2011 06 09 01 47 8.4767E+00 -4.8580E+00 
2011 06 09 01 57 9.1855E+00 -4.8580E+00 
2011 06 09 02 07 8.7917E+00 -4.8580E+00 
2011 06 09 02 17 8.6342E+00 -4.8580E+00 
2011 06 09 02 27 8.7130E+00 -4.8580E+00 
2011 06 09 02 37 9.6579E+00 -4.8580E+00 
2011 06 09 02 47 9.9730E+00 -4.8580E+00 
2011 06 09 02 57 9.4217E+00 -4.8580E+00 
2011 06 09 03 07 9.0280E+00 -4.8580E+00 
2011 06 09 03 17 9.1855E+00 -4.8580E+00 
2011 06 09 03 27 8.8705E+00 -4.8580E+00 
2011 06 09 03 37 9.1855E+00 6.4000E-02 
2011 06 09 03 47 9.8942E+00 6.4000E-02 
2011 06 09 03 57 9.8155E+00 6.4000E-02 
2011 06 09 04 07 9.8155E+00 6.4000E-02 
2011 06 09 04 17 1.0130E+01 4.9860E+00 
2011 06 09 04 27 1.0839E+01 9.9080E+00 
2011 06 09 04 37 1.0997E+01 9.9080E+00 
2011 06 09 04 47 1.1548E+01 9.9080E+00 
2011 06 09 04 57 1.1548E+01 9.9080E+00 
2011 06 09 05 07 1.1705E+01 3.4518E+01 
2011 06 09 05 17 1.2178E+01 2.9596E+01 
2011 06 09 05 27 1.2335E+01 3.9440E+01 
2011 06 09 05 37 1.1469E+01 1.9752E+01 
2011 06 09 05 47 1.2021E+01 3.4518E+01 
2011 06 09 05 57 1.1627E+01 2.9596E+01 
2011 06 09 06 07 1.2099E+01 2.9596E+01 
2011 06 09 06 17 1.2178E+01 2.4674E+01 
2011 06 09 06 27 1.1391E+01 2.9596E+01 
2011 06 09 06 37 1.1469E+01 2.9596E+01 
2011 06 09 06 47 1.1548E+01 4.4362E+01 
2011 06 09 06 57 1.1627E+01 4.4362E+01 
2011 06 09 07 07 1.1469E+01 5.4206E+01 
2011 06 09 07 17 1.1863E+01 6.8972E+01 
2011 06 09 07 27 1.2178E+01 6.8972E+01 
2011 06 09 07 37 1.2021E+01 5.4206E+01 
2011 06 09 07 47 1.1075E+01 5.9128E+01 
2011 06 09 07 57 1.1469E+01 6.4050E+01 
2011 06 09 08 07 1.1233E+01 5.9128E+01 
2011 06 09 08 17 1.0997E+01 6.8972E+01 
2011 06 09 08 27 1.1075E+01 1.0835E+02 
2011 06 09 08 37 1.0997E+01 1.9202E+02 
2011 06 09 08 47 1.0918E+01 1.7233E+02 
2011 06 09 08 57 1.1075E+01 1.6741E+02 
2011 06 09 09 07 1.0839E+01 2.0679E+02 
2011 06 09 09 17 1.1942E+01 2.2155E+02 
2011 06 09 09 27 1.1627E+01 2.2648E+02 
2011 06 09 09 37 1.1154E+01 2.1171E+02 
2011 06 09 09 47 1.0918E+01 2.2155E+02 
2011 06 09 09 57 1.0130E+01 2.2648E+02 
2011 06 09 10 07 1.0052E+01 2.8062E+02 
2011 06 09 10 17 1.0209E+01 2.1171E+02 
2011 06 09 10 27 1.0524E+01 2.3632E+02 
2011 06 09 10 37 9.6579E+00 1.8218E+02 
2011 06 09 10 47 9.8942E+00 1.7233E+02 
2011 06 09 10 57 9.8155E+00 1.4280E+02 
2011 06 09 11 07 9.1067E+00 1.1327E+02 
2011 06 09 11 17 9.1067E+00 1.2804E+02 
2011 06 09 11 27 9.3430E+00 1.1327E+02 
2011 06 09 11 37 9.8155E+00 9.3582E+01 
2011 06 09 11 47 9.5005E+00 1.3296E+02 
2011 06 09 11 57 9.5005E+00 1.1327E+02 
2011 06 09 12 07 9.4217E+00 9.8504E+01 
2011 06 09 12 17 9.1855E+00 1.1819E+02 
2011 06 09 12 27 8.7130E+00 1.1327E+02 
2011 06 09 12 37 9.5792E+00 1.5757E+02 
2011 06 09 12 47 8.7130E+00 1.7233E+02 
2011 06 09 12 57 9.1067E+00 1.1327E+02 
2011 06 09 13 07 8.0042E+00 1.1819E+02 
2011 06 09 13 17 8.4767E+00 1.0343E+02 
2011 06 09 13 27 8.3192E+00 8.3738E+01 
2011 06 09 13 37 7.9255E+00 6.4050E+01 
2011 06 09 13 47 8.0042E+00 5.9128E+01 
2011 06 09 13 57 7.7680E+00 4.9284E+01 
2011 06 09 14 07 7.5317E+00 3.9440E+01 
2011 06 09 14 17 7.7680E+00 6.4050E+01 
2011 06 09 14 27 8.1617E+00 7.8816E+01 
2011 06 09 14 37 8.1617E+00 8.3738E+01 
2011 06 09 14 47 8.1617E+00 7.8816E+01 
2011 06 09 14 57 6.9805E+00 7.3894E+01 
2011 06 09 15 07 7.5317E+00 5.9128E+01 
2011 06 09 15 17 7.7680E+00 5.9128E+01 
2011 06 09 15 27 7.4530E+00 4.4362E+01 
2011 06 09 15 37 7.1380E+00 4.4362E+01 
2011 06 09 15 47 7.6105E+00 3.9440E+01 
2011 06 09 15 57 8.0042E+00 4.4362E+01 
2011 06 09 16 07 7.6105E+00 3.9440E+01 
2011 06 09 16 17 7.4530E+00 4.4362E+01 
2011 06 09 16 27 7.7680E+00 5.9128E+01 
2011 06 09 16 37 8.5554E+00 6.8972E+01 
2011 06 09 16 47 9.1067E+00 7.3894E+01 
2011 06 09 16 57 9.2642E+00 7.3894E+01 
2011 06 09 17 07 9.5005E+00 8.8660E+01 
2011 06 09 17 17 8.8705E+00 6.8972E+01 
2011 06 09 17 27 8.7130E+00 4.9284E+01 
2011 06 09 17 37 8.2404E+00 4.9284E+01 
2011 06 09 17 47 8.6342E+00 4.4362E+01 
2011 06 09 17 57 9.2642E+00 4.4362E+01 
2011 06 09 18 07 8.7130E+00 4.4362E+01 
2011 06 09 18 17 8.9492E+00 4.4362E+01 
2011 06 09 18 27 8.7917E+00 4.4362E+01 
2011 06 09 18 37 9.3430E+00 3.4518E+01 
2011 06 09 18 47 9.3430E+00 3.9440E+01 
2011 06 09 18 57 8.5554E+00 3.9440E+01 
2011 06 09 19 07 9.1067E+00 4.4362E+01 
2011 06 09 19 17 8.8705E+00 4.4362E+01 
2011 06 09 19 27 9.0280E+00 3.4518E+01 
2011 06 09 19 37 8.7130E+00 3.9440E+01 
2011 06 09 19 47 9.1855E+00 2.9596E+01 
2011 06 09 19 57 8.9492E+00 1.9752E+01 
2011 06 09 20 07 8.8705E+00 1.4830E+01 
2011 06 09 20 17 9.0280E+00 9.9080E+00 
2011 06 09 20 27 8.9492E+00 4.9860E+00 
2011 06 09 20 37 8.8705E+00 1.4830E+01 
2011 06 09 20 47 8.0830E+00 1.9752E+01 
2011 06 09 20 57 8.5554E+00 9.9080E+00 
2011 06 09 21 07 9.7367E+00 4.9860E+00 
2011 06 09 21 17 9.5005E+00 6.4000E-02 
2011 06 09 21 27 9.1067E+00 6.4000E-02 
2011 06 09 21 37 9.1855E+00 -4.8580E+00 
2011 06 09 21 47 9.6579E+00 -4.8580E+00 
2011 06 09 21 57 9.0280E+00 -4.8580E+00 
2011 06 09 22 07 9.0280E+00 -4.8580E+00 
2011 06 09 22 17 9.0280E+00 -4.8580E+00 
2011 06 09 22 27 8.3192E+00 -4.8580E+00 
2011 06 09 22 37 8.7917E+00 -4.8580E+00 
2011 06 09 22 47 8.3980E+00 -4.8580E+00 
2011 06 09 22 57 8.4767E+00 -4.8580E+00 
2011 06 09 23 07 8.6342E+00 -4.8580E+00 
2011 06 09 23 17 8.9492E+00 -4.8580E+00 
2011 06 09 23 27 8.8705E+00 -4.8580E+00 
2011 06 09 23 37 8.4767E+00 -4.8580E+00 
2011 06 09 23 47 8.6342E+00 -4.8580E+00 
2011 06 09 23 57 8.6342E+00 -4.8580E+00 
2011 06 10 00 07 7.5317E+00 -4.8580E+00 
2011 06 10 00 17 7.8467E+00 -4.8580E+00 
2011 06 10 00 27 7.6892E+00 -4.8580E+00 
2011 06 10 00 37 7.6892E+00 -4.8580E+00 
2011 06 10 00 47 7.5317E+00 -4.8580E+00 
2011 06 10 00 57 6.9805E+00 -4.8580E+00 
2011 06 10 01 07 7.5317E+00 -4.8580E+00 
2011 06 10 01 17 6.4292E+00 -4.8580E+00 
2011 06 10 01 27 6.8230E+00 -4.8580E+00 
2011 06 10 01 37 6.6655E+00 -4.8580E+00 
2011 06 10 01 47 7.0592E+00 -4.8580E+00 
2011 06 10 01 57 7.7680E+00 -4.8580E+00 
2011 06 10 02 07 7.0592E+00 -4.8580E+00 
2011 06 10 02 17 6.5867E+00 -4.8580E+00 
2011 06 10 02 27 6.6655E+00 -4.8580E+00 
2011 06 10 02 37 6.5867E+00 -4.8580E+00 
2011 06 10 02 47 7.2167E+00 -9.7800E+00 
2011 06 10 02 57 6.7442E+00 -4.8580E+00 
2011 06 10 03 07 6.2717E+00 -4.8580E+00 
2011 06 10 03 17 7.0592E+00 6.4000E-02 
2011 06 10 03 27 6.4292E+00 6.4000E-02 
2011 06 10 03 37 6.1930E+00 6.4000E-02 
2011 06 10 03 47 6.5080E+00 -4.8580E+00 
2011 06 10 03 57 7.1380E+00 -4.8580E+00 
2011 06 10 04 07 6.9017E+00 6.4000E-02 
2011 06 10 04 17 6.9805E+00 6.4000E-02 
2011 06 10 04 27 6.5080E+00 4.9860E+00 
2011 06 10 04 37 6.7442E+00 9.9080E+00 
2011 06 10 04 47 7.0592E+00 9.9080E+00 
2011 06 10 04 57 7.1380E+00 1.9752E+01 
2011 06 10 05 07 6.5080E+00 1.9752E+01 
2011 06 10 05 17 5.8780E+00 2.9596E+01 
2011 06 10 05 27 5.8780E+00 2.9596E+01 
2011 06 10 05 37 6.1930E+00 1.4830E+01 
2011 06 10 05 47 5.7992E+00 3.4518E+01 
2011 06 10 05 57 6.5080E+00 3.9440E+01 
2011 06 10 06 07 5.7204E+00 3.9440E+01 
2011 06 10 06 17 6.1930E+00 2.9596E+01 
2011 06 10 06 27 5.8780E+00 3.4518E+01 
2011 06 10 06 37 5.3267E+00 2.9596E+01 
2011 06 10 06 47 6.0355E+00 2.9596E+01 
2011 06 10 06 57 6.0355E+00 3.9440E+01 
2011 06 10 07 07 5.8780E+00 5.4206E+01 
2011 06 10 07 17 6.0355E+00 7.8816E+01 
2011 06 10 07 27 5.9567E+00 7.8816E+01 
2011 06 10 07 37 5.7204E+00 6.8972E+01 
2011 06 10 07 47 5.2480E+00 6.8972E+01 
2011 06 10 07 57 5.3267E+00 6.8972E+01 
2011 06 10 08 07 5.1692E+00 4.9284E+01 
2011 06 10 08 17 5.1692E+00 4.4362E+01 
2011 06 10 08 27 4.6180E+00 5.4206E+01 
2011 06 10 08 37 4.3817E+00 5.9128E+01 
2011 06 10 08 47 4.5392E+00 5.4206E+01 
2011 06 10 08 57 4.4605E+00 5.4206E+01 
2011 06 10 09 07 4.6180E+00 5.4206E+01 
2011 06 10 09 17 4.2242E+00 7.8816E+01 
2011 06 10 09 27 4.5392E+00 9.3582E+01 
2011 06 10 09 37 4.5392E+00 9.8504E+01 
2011 06 10 09 47 3.5155E+00 9.8504E+01 
2011 06 10 09 57 2.8067E+00 1.6249E+02 
2011 06 10 10 07 3.3580E+00 2.2155E+02 
2011 06 10 10 17 2.6492E+00 2.3140E+02 
2011 06 10 10 27 1.8617E+00 3.0523E+02 
2011 06 10 10 37 2.1767E+00 3.7906E+02 
2011 06 10 10 47 2.3342E+00 3.1507E+02 
2011 06 10 10 57 1.4680E+00 1.5265E+02 
2011 06 10 11 07 1.1530E+00 3.2492E+02 
2011 06 10 11 17 1.5467E+00 3.4460E+02 
2011 06 10 11 27 1.7830E+00 3.2984E+02 
2011 06 10 11 37 1.9405E+00 3.2492E+02 
2011 06 10 11 47 4.2242E+00 3.0031E+02 
2011 06 10 11 57 5.3267E+00 2.8554E+02 
2011 06 10 12 07 5.4842E+00 2.5109E+02 
2011 06 10 12 17 5.3267E+00 2.5109E+02 
2011 06 10 12 27 5.5630E+00 3.1999E+02 
2011 06 10 12 37 6.1142E+00 3.4460E+02 
2011 06 10 12 47 6.0355E+00 3.3476E+02 
2011 06 10 12 57 6.2717E+00 2.2648E+02 
2011 06 10 13 07 5.7204E+00 1.5265E+02 
2011 06 10 13 17 3.5942E+00 1.4772E+02 
2011 06 10 13 27 5.0905E+00 1.6741E+02 
2011 06 10 13 37 5.2480E+00 1.2311E+02 
2011 06 10 13 47 5.4842E+00 1.1327E+02 
2011 06 10 13 57 4.3817E+00 1.5757E+02 
2011 06 10 14 07 5.2480E+00 1.4772E+02 
2011 06 10 14 17 4.7755E+00 1.4280E+02 
2011 06 10 14 27 6.1142E+00 6.8972E+01 
2011 06 10 14 37 5.4842E+00 1.0343E+02 
2011 06 10 14 47 5.2480E+00 1.1819E+02 
2011 06 10 14 57 4.7755E+00 1.5757E+02 
2011 06 10 15 07 5.0117E+00 1.7726E+02 
2011 06 10 15 17 4.5392E+00 5.4206E+01 
2011 06 10 15 27 5.2480E+00 5.4206E+01 
2011 06 10 15 37 5.5630E+00 5.4206E+01 
2011 06 10 15 47 4.8542E+00 1.1327E+02 
2011 06 10 15 57 4.6967E+00 1.5757E+02 
2011 06 10 16 07 5.0117E+00 9.3582E+01 
2011 06 10 16 17 4.8542E+00 1.3296E+02 
2011 06 10 16 27 4.3030E+00 2.0679E+02 
2011 06 10 16 37 4.9330E+00 1.5757E+02 
2011 06 10 16 47 4.3030E+00 9.3582E+01 
2011 06 10 16 57 4.2242E+00 3.9440E+01 
2011 06 10 17 07 2.7280E+00 2.9596E+01 
2011 06 10 17 17 1.5467E+00 1.9752E+01 
2011 06 10 17 27 1.9405E+00 2.4674E+01 
2011 06 10 17 37 1.6255E+00 5.4206E+01 
2011 06 10 17 47 2.1767E+00 4.9284E+01 
2011 06 10 17 57 1.9405E+00 6.4050E+01 
2011 06 10 18 07 2.8855E+00 7.3894E+01 
2011 06 10 18 17 2.7280E+00 6.8972E+01 
2011 06 10 18 27 1.7830E+00 5.9128E+01 
2011 06 10 18 37 1.3892E+00 5.9128E+01 
2011 06 10 18 47 1.2317E+00 4.4362E+01 
2011 06 10 18 57 1.3892E+00 4.9284E+01 
2011 06 10 19 07 2.4917E+00 3.4518E+01 
2011 06 10 19 17 2.0980E+00 4.4362E+01 
2011 06 10 19 27 1.2317E+00 5.9128E+01 
2011 06 10 19 37 1.2317E+00 4.9284E+01 
2011 06 10 19 47 1.9405E+00 3.9440E+01 
2011 06 10 19 57 2.1767E+00 2.9596E+01 
2011 06 10 20 07 1.0742E+00 1.9752E+01 
2011 06 10 20 17 2.9642E+00 1.4830E+01 
2011 06 10 20 27 4.3030E+00 1.9752E+01 
2011 06 10 20 37 4.2242E+00 9.9080E+00 
2011 06 10 20 47 4.2242E+00 4.9860E+00 
2011 06 10 20 57 4.3817E+00 6.4000E-02 
2011 06 10 21 07 4.5392E+00 6.4000E-02 
2011 06 10 21 17 4.0667E+00 6.4000E-02 
2011 06 10 21 27 3.8305E+00 6.4000E-02 
2011 06 10 21 37 3.1217E+00 6.4000E-02 
2011 06 10 21 47 3.8305E+00 -4.8580E+00 
2011 06 10 21 57 4.1455E+00 -4.8580E+00 
2011 06 10 22 07 3.9880E+00 -4.8580E+00 
2011 06 10 22 17 3.5942E+00 -4.8580E+00 
2011 06 10 22 27 3.6730E+00 -4.8580E+00 
2011 06 10 22 37 4.1455E+00 -4.8580E+00 
2011 06 10 22 47 3.3580E+00 -4.8580E+00 
2011 06 10 22 57 3.5942E+00 -4.8580E+00 
2011 06 10 23 07 3.2792E+00 -4.8580E+00 
2011 06 10 23 17 3.6730E+00 -4.8580E+00 
2011 06 10 23 27 3.5155E+00 -4.8580E+00 
2011 06 10 23 37 3.5942E+00 -4.8580E+00 
2011 06 10 23 47 3.3580E+00 -4.8580E+00 
2011 06 10 23 57 2.8067E+00 -4.8580E+00 
2011 06 11 00 08 2.8855E+00 -4.8580E+00 
2011 06 11 00 18 2.2555E+00 -4.8580E+00 
2011 06 11 00 28 2.4130E+00 -4.8580E+00 
2011 06 11 00 38 1.9405E+00 -4.8580E+00 
2011 06 11 00 48 2.5705E+00 -9.7800E+00 
2011 06 11 00 58 3.1217E+00 -4.8580E+00 
2011 06 11 01 08 2.0980E+00 -4.8580E+00 
2011 06 11 01 18 1.9405E+00 -4.8580E+00 
2011 06 11 01 28 1.7830E+00 -4.8580E+00 
2011 06 11 01 38 1.7830E+00 -4.8580E+00 
2011 06 11 01 48 1.2317E+00 -9.7800E+00 
2011 06 11 01 58 1.1530E+00 6.4000E-02 
2011 06 11 02 08 1.7830E+00 -4.8580E+00 
2011 06 11 02 18 1.4680E+00 -4.8580E+00 
2011 06 11 02 28 9.1670E-01 -4.8580E+00 
2011 06 11 02 38 6.8050E-01 6.4000E-02 
2011 06 11 02 48 9.9550E-01 6.4000E-02 
2011 06 11 02 58 2.4917E+00 6.4000E-02 
2011 06 11 03 08 2.4917E+00 6.4000E-02 
2011 06 11 03 18 3.8305E+00 6.4000E-02 
2011 06 11 03 28 4.2242E+00 6.4000E-02 
2011 06 11 03 38 3.0430E+00 6.4000E-02 
2011 06 11 03 48 1.9405E+00 4.9860E+00 
2011 06 11 03 58 1.7830E+00 1.9752E+01 
2011 06 11 04 08 6.0170E-01 1.9752E+01 
2011 06 11 04 18 2.4130E+00 2.9596E+01 
2011 06 11 04 28 2.9642E+00 4.9284E+01 
2011 06 11 04 38 3.6730E+00 3.9440E+01 
2011 06 11 04 48 2.9642E+00 4.9284E+01 
2011 06 11 04 58 1.7830E+00 4.4362E+01 
2011 06 11 05 08 1.3104E+00 4.4362E+01 
2011 06 11 05 18 1.2317E+00 5.4206E+01 
2011 06 11 05 28 8.3800E-01 4.9284E+01 
2011 06 11 05 38 1.4680E+00 6.8972E+01 
2011 06 11 05 48 1.9405E+00 7.8816E+01 
2011 06 11 05 58 1.1530E+00 8.3738E+01 
2011 06 11 06 08 6.0170E-01 9.8504E+01 
2011 06 11 06 18 1.3104E+00 1.5265E+02 
2011 06 11 06 28 1.4680E+00 1.3788E+02 
2011 06 11 06 38 2.0192E+00 1.4280E+02 
2011 06 11 06 48 2.1767E+00 1.2804E+02 
2011 06 11 06 58 3.9092E+00 1.6741E+02 
2011 06 11 07 08 4.3817E+00 1.5757E+02 
2011 06 11 07 18 5.1692E+00 1.3788E+02 
2011 06 11 07 28 6.5080E+00 1.7233E+02 
2011 06 11 07 38 4.3030E+00 1.5265E+02 
2011 06 11 07 48 3.9880E+00 1.5265E+02 
2011 06 11 07 58 5.4055E+00 1.8710E+02 
2011 06 11 08 08 5.0905E+00 2.0187E+02 
2011 06 11 08 18 5.1692E+00 1.4280E+02 
2011 06 11 08 28 6.5080E+00 1.5265E+02 
2011 06 11 08 38 5.9567E+00 1.0835E+02 
2011 06 11 08 48 6.4292E+00 1.2311E+02 
2011 06 11 08 58 4.9330E+00 2.4616E+02 
2011 06 11 09 08 5.4055E+00 4.2828E+02 
2011 06 11 09 18 6.0355E+00 2.6585E+02 
2011 06 11 09 28 6.1930E+00 2.8554E+02 
2011 06 11 09 38 6.9805E+00 4.6273E+02 
2011 06 11 09 48 6.2717E+00 2.5109E+02 
2011 06 11 09 58 6.4292E+00 2.9538E+02 
2011 06 11 10 08 5.9567E+00 4.0859E+02 
2011 06 11 10 18 5.8780E+00 3.1999E+02 
2011 06 11 10 28 6.1930E+00 3.2984E+02 
2011 06 11 10 38 6.1142E+00 3.1999E+02 
2011 06 11 10 48 5.2480E+00 2.8554E+02 
2011 06 11 10 58 5.4055E+00 2.6585E+02 
2011 06 11 11 08 5.8780E+00 2.8554E+02 
2011 06 11 11 18 5.6417E+00 2.5601E+02 
2011 06 11 11 28 4.2242E+00 2.4616E+02 
2011 06 11 11 38 4.9330E+00 2.6585E+02 
2011 06 11 11 48 5.9567E+00 3.0523E+02 
2011 06 11 11 58 5.9567E+00 2.7570E+02 
2011 06 11 12 08 4.8542E+00 2.6093E+02 
2011 06 11 12 18 4.7755E+00 2.1663E+02 
2011 06 11 12 28 5.7992E+00 3.0523E+02 
2011 06 11 12 38 6.5867E+00 3.1015E+02 
2011 06 11 12 48 6.1930E+00 3.4460E+02 
2011 06 11 12 58 6.5080E+00 3.6429E+02 
2011 06 11 13 08 6.1142E+00 3.3968E+02 
2011 06 11 13 18 5.7204E+00 2.7570E+02 
2011 06 11 13 28 5.3267E+00 3.0523E+02 
2011 06 11 13 38 5.0117E+00 4.3812E+02 
